33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048	0.554	-1.385	
33	1	1	1	1	1	0.049	0.555	-1.388	0.049	0.194	-1.193	0.048	0.193	-1.190	0.048
